วันเดือนปี,ล่าสุด,ราคาเปิด,สูงสุด,ต่ำสุด,ปริมาณ,% เปลี่ยน
1-May-22,97493.40,"94,960.40","97,800.00","94,199.40",0.03K,2.67%
30-Apr-22,94960.40,"97,000.00","97,999.90","94,390.50",0.02K,-2.10%
29-Apr-22,97000.00,"100,136.30","100,201.00","96,500.00",0.04K,-3.13%
28-Apr-22,100136.30,"99,446.00","101,498.00","98,000.00",0.03K,0.69%
27-Apr-22,99446.00,"96,505.60","99,999.00","96,505.60",0.02K,3.05%
26-Apr-22,96505.60,"102,500.00","102,500.00","95,500.00",0.03K,-5.85%
25-Apr-22,102500.00,"100,000.00","102,500.00","96,000.00",0.06K,2.50%
24-Apr-22,100000.00,"99,825.10","100,720.10","99,500.00",0.01K,0.18%
23-Apr-22,99825.10,"100,300.00","101,427.50","99,421.60",0.01K,-0.47%
22-Apr-22,100300.00,"101,250.00","102,824.20","100,288.90",0.01K,-0.94%
21-Apr-22,101250.00,"104,300.00","106,683.40","100,295.40",0.03K,-2.92%
20-Apr-22,104300.00,"103,517.70","106,000.00","102,655.00",0.03K,0.76%
19-Apr-22,103517.70,"102,969.70","105,000.00","101,500.00",0.02K,0.53%
18-Apr-22,102969.70,"101,350.00","103,433.30","98,010.00",0.04K,1.60%
17-Apr-22,101350.00,"103,350.00","104,000.00","100,795.00",0.01K,-1.94%
16-Apr-22,103350.00,"102,897.60","104,000.00","101,924.80",0.01K,0.44%
15-Apr-22,102897.60,"102,150.00","103,500.00","101,500.00",0.01K,0.73%
14-Apr-22,102150.00,"105,304.00","106,247.20","101,000.00",0.02K,-3.00%
13-Apr-22,105304.00,"102,276.30","105,304.00","101,500.00",0.01K,2.96%
12-Apr-22,102276.30,"101,900.00","104,000.00","100,237.30",0.02K,0.37%
11-Apr-22,101900.00,"108,690.00","108,788.70","100,100.00",0.03K,-6.25%
10-Apr-22,108690.00,"108,546.40","110,951.50","108,500.90",0.02K,0.13%
9-Apr-22,108546.40,"108,242.10","110,000.00","107,500.00",0.01K,0.28%
8-Apr-22,108242.10,"109,425.80","111,699.90","107,700.00",0.02K,-1.08%
7-Apr-22,109425.80,"107,000.00","109,999.90","106,300.00",0.03K,2.27%
6-Apr-22,107000.00,"115,100.00","115,100.00","107,000.00",0.04K,-7.04%
5-Apr-22,115100.00,"118,000.00","118,516.90","115,100.00",0.04K,-2.46%
4-Apr-22,118000.00,"118,200.00","118,200.00","115,009.00",0.03K,-0.17%
3-Apr-22,118200.00,"116,428.50","119,990.00","115,000.00",0.03K,1.52%
2-Apr-22,116428.50,"115,500.00","118,299.00","115,500.00",0.05K,0.80%
1-Apr-22,115500.00,"109,610.00","116,000.00","108,200.00",0.04K,5.37%
31-Mar-22,109610.00,"113,090.80","114,800.00","109,181.30",0.06K,-3.08%
30-Mar-22,113090.80,"114,405.10","115,062.80","112,099.00",0.04K,-1.15%
29-Mar-22,114405.10,"112,211.30","116,999.90","112,009.10",0.07K,1.96%
28-Mar-22,112211.30,"110,390.00","115,200.00","109,474.70",0.07K,1.65%
27-Mar-22,110390.00,"105,199.30","110,390.00","104,500.10",0.05K,4.93%
26-Mar-22,105199.30,"104,634.50","105,900.00","103,500.30",0.03K,0.54%
25-Mar-22,104634.50,"103,200.00","107,000.00","103,200.00",0.06K,1.39%
24-Mar-22,103200.00,"100,842.90","104,499.00","100,842.60",0.05K,2.34%
23-Mar-22,100842.90,"99,610.10","101,500.00","98,171.20",0.09K,1.24%
22-Mar-22,99610.10,"98,000.00","100,998.00","96,386.60",0.08K,1.64%
21-Mar-22,98000.00,"95,854.90","98,500.00","94,731.70",0.02K,2.24%
20-Mar-22,95854.90,"98,023.60","98,700.00","94,000.00",0.04K,-2.21%
19-Mar-22,98023.60,"98,250.00","99,000.00","96,859.80",0.03K,-0.23%
18-Mar-22,98250.00,"92,895.90","99,220.00","92,249.00",0.06K,5.76%
17-Mar-22,92895.90,"92,000.00","94,222.00","90,571.80",0.05K,0.97%
16-Mar-22,92000.00,"87,400.00","92,000.00","87,000.00",0.05K,5.26%
15-Mar-22,87400.00,"86,767.70","88,707.80","84,500.00",0.03K,0.73%
14-Mar-22,86767.70,"85,101.50","87,500.00","83,685.70",0.03K,1.96%
13-Mar-22,85101.50,"86,899.90","86,900.00","83,668.60",0.02K,-2.07%
12-Mar-22,86899.90,"85,925.90","87,075.80","85,400.00",0.01K,1.13%
11-Mar-22,85925.90,"87,666.00","89,000.00","84,859.50",0.03K,-1.98%
10-Mar-22,87666.00,"90,432.10","90,432.10","85,367.90",0.03K,-3.06%
9-Mar-22,90432.10,"86,010.70","92,000.00","85,572.10",0.07K,5.14%
8-Mar-22,86010.70,"83,000.00","86,800.00","82,737.00",0.02K,3.63%
7-Mar-22,83000.00,"85,970.30","87,100.10","81,500.00",0.05K,-3.45%
6-Mar-22,85970.30,"88,000.00","89,675.50","84,500.00",0.02K,-2.31%
5-Mar-22,88000.00,"87,996.20","89,998.80","85,700.40",0.03K,0.00%
4-Mar-22,87996.20,"93,194.50","93,194.50","85,500.00",0.05K,-5.58%
3-Mar-22,93194.50,"95,646.50","96,800.00","91,999.00",0.04K,-2.56%
2-Mar-22,95646.50,"96,847.60","99,000.00","95,000.10",0.04K,-1.24%
1-Mar-22,96847.60,"94,990.00","99,000.00","92,005.00",0.06K,1.96%
28-Feb-22,94990.00,"85,782.90","95,050.50","85,000.00",0.07K,10.73%
27-Feb-22,85782.90,"91,488.40","92,150.00","85,000.00",0.05K,-6.24%
26-Feb-22,91488.40,"90,500.00","93,000.00","89,000.00",0.04K,1.09%
25-Feb-22,90500.00,"85,379.40","92,493.20","84,000.00",0.04K,6.00%
24-Feb-22,85379.40,"84,865.70","89,000.00","76,080.00",0.11K,0.61%
23-Feb-22,84865.70,"86,319.60","90,000.00","84,587.20",0.04K,-1.68%
22-Feb-22,86319.60,"84,295.00","87,000.00","82,000.00",0.03K,2.40%
21-Feb-22,84295.00,"87,153.20","90,800.00","84,295.00",0.04K,-3.28%
20-Feb-22,87153.20,"89,000.00","91,199.90","84,234.30",0.05K,-2.08%
19-Feb-22,89000.00,"90,001.40","92,740.50","88,070.00",0.04K,-1.11%
18-Feb-22,90001.40,"94,022.50","97,498.00","90,001.20",0.03K,-4.28%
17-Feb-22,94022.50,"102,226.20","102,226.20","93,000.00",0.04K,-8.02%
16-Feb-22,102226.20,"103,750.00","103,750.00","99,001.00",0.04K,-1.47%
15-Feb-22,103750.00,"97,229.90","103,750.00","96,000.00",0.06K,6.71%
14-Feb-22,97229.90,"95,750.10","98,000.00","94,000.00",0.02K,1.55%
13-Feb-22,95750.10,"96,660.60","99,848.90","95,000.00",0.02K,-0.94%
12-Feb-22,96660.60,"96,996.20","102,895.00","95,000.00",0.03K,-0.35%
11-Feb-22,96996.20,"102,000.60","103,843.30","96,001.00",0.06K,-4.91%
10-Feb-22,102000.60,"106,506.90","108,500.00","102,000.60",0.06K,-4.23%
9-Feb-22,106506.90,"104,172.60","108,450.20","102,000.00",0.05K,2.24%
8-Feb-22,104172.60,"105,548.10","108,000.00","101,000.00",0.07K,-1.30%
7-Feb-22,105548.10,"102,500.00","106,000.00","100,368.00",0.05K,2.97%
6-Feb-22,102500.00,"100,470.00","102,500.00","98,500.00",0.03K,2.02%
5-Feb-22,100470.00,"98,900.00","101,499.00","97,501.80",0.04K,1.59%
4-Feb-22,98900.00,"90,100.00","98,900.00","89,615.80",0.07K,9.77%
3-Feb-22,90100.00,"90,650.00","92,098.90","87,000.00",0.03K,-0.61%
2-Feb-22,90650.00,"93,950.00","93,990.00","88,500.00",0.04K,-3.51%
1-Feb-22,93950.00,"89,000.00","93,950.00","86,800.00",0.04K,5.56%
31-Jan-22,89000.00,"88,500.00","90,000.30","84,000.30",0.05K,0.56%
30-Jan-22,88500.00,"87,506.60","88,500.00","86,000.00",0.02K,1.14%
29-Jan-22,87506.60,"85,550.00","88,500.00","84,002.90",0.04K,2.29%
28-Jan-22,85550.00,"82,000.00","85,555.00","80,000.00",0.03K,4.33%
27-Jan-22,82000.00,"83,930.00","85,799.90","79,300.00",0.05K,-2.30%
26-Jan-22,83930.00,"82,675.80","91,500.00","81,700.00",0.05K,1.52%
25-Jan-22,82675.80,"82,001.50","84,659.00","79,990.00",0.03K,0.82%
24-Jan-22,82001.50,"85,849.80","86,665.70","74,000.00",0.08K,-4.48%
23-Jan-22,85849.80,"81,977.20","86,700.00","81,000.00",0.07K,4.72%
22-Jan-22,81977.20,"86,400.00","90,000.00","78,010.60",0.11K,-5.12%
21-Jan-22,86400.00,"101,600.00","101,808.00","84,147.00",0.13K,-14.96%
20-Jan-22,101600.00,"104,556.60","108,850.00","101,600.00",0.02K,-2.83%
19-Jan-22,104556.60,"106,666.00","108,000.00","102,650.00",0.01K,-1.98%
18-Jan-22,106666.00,"107,703.50","110,499.90","101,500.00",0.04K,-0.96%
17-Jan-22,107703.50,"112,693.20","112,693.20","106,500.00",0.06K,-4.43%
16-Jan-22,112693.20,"112,806.00","114,000.00","110,500.70",0.01K,-0.10%
15-Jan-22,112806.00,"112,450.00","113,250.00","109,027.80",0.01K,0.32%
14-Jan-22,112450.00,"110,009.00","112,450.90","108,000.00",0.03K,2.22%
13-Jan-22,110009.00,"115,153.90","115,500.00","109,500.00",0.05K,-4.47%
12-Jan-22,115153.90,"110,000.00","115,555.00","106,666.00",0.04K,4.69%
11-Jan-22,110000.00,"105,500.00","110,356.20","104,620.00",0.03K,4.27%
10-Jan-22,105500.00,"108,000.00","109,000.00","101,000.00",0.03K,-2.31%
9-Jan-22,108000.00,"106,855.00","110,000.00","105,440.50",0.03K,1.07%
8-Jan-22,106855.00,"108,000.00","111,900.00","103,400.00",0.03K,-1.06%
7-Jan-22,108000.00,"117,000.00","117,000.00","105,888.90",0.08K,-7.69%
6-Jan-22,117000.00,"123,999.00","123,999.00","113,150.00",0.07K,-5.64%
5-Jan-22,123999.00,"128,100.20","130,500.00","117,000.00",0.07K,-3.20%
4-Jan-22,128100.20,"127,522.80","131,599.00","127,000.00",0.03K,0.45%
3-Jan-22,127522.80,"129,001.00","130,700.00","125,550.00",0.05K,-1.15%
2-Jan-22,129001.00,"128,499.90","130,500.00","126,100.00",0.03K,0.39%
1-Jan-22,128499.90,"126,000.00","128,500.00","126,000.00",0.01K,1.98%
31-Dec-21,126000.00,"127,300.00","129,999.00","124,500.00",0.03K,-1.02%
30-Dec-21,127300.00,"125,999.90","128,998.00","123,650.00",0.06K,1.03%
29-Dec-21,125999.90,"130,500.00","130,500.00","124,200.00",0.16K,-3.45%
28-Dec-21,130500.00,"137,097.00","137,700.00","129,191.20",0.08K,-5.23%
27-Dec-21,137700.00,"137,103.80","139,000.00","136,800.00",0.03K,0.43%
26-Dec-21,137103.80,"139,499.00","139,499.00","136,500.00",0.06K,-1.72%
25-Dec-21,139499.00,"136,565.00","139,500.00","136,005.00",0.04K,2.15%
24-Dec-21,136565.00,"138,100.00","139,300.00","136,565.00",0.04K,-1.11%
23-Dec-21,138100.00,"136,499.80","139,500.00","132,000.00",0.04K,1.17%
22-Dec-21,136499.80,"136,490.00","142,005.00","133,500.00",0.04K,0.01%
21-Dec-21,136490.00,"131,009.00","136,699.00","131,009.00",0.06K,4.18%
20-Dec-21,131009.00,"135,499.00","135,499.00","129,000.00",0.06K,-3.31%
19-Dec-21,135499.00,"134,550.00","136,450.00","132,100.50",0.03K,0.71%
18-Dec-21,134550.00,"130,000.00","135,500.00","129,001.20",0.04K,3.50%
17-Dec-21,130000.00,"134,000.00","136,449.00","126,471.90",0.03K,-2.99%
16-Dec-21,134000.00,"135,500.00","138,000.00","134,000.00",0.03K,-1.11%
15-Dec-21,135500.00,"128,000.00","138,800.00","125,000.00",0.04K,5.86%
14-Dec-21,128000.00,"131,900.00","132,990.00","126,591.00",0.03K,-2.96%
13-Dec-21,131900.00,"141,000.00","141,000.00","127,250.00",0.06K,-6.45%
12-Dec-21,141000.00,"137,212.80","142,100.00","136,669.00",0.03K,2.76%
11-Dec-21,137212.80,"135,002.00","140,000.00","133,333.00",0.06K,1.64%
10-Dec-21,135002.00,"143,000.00","147,979.90","135,002.00",0.08K,-5.59%
9-Dec-21,143000.00,"150,100.00","150,999.00","142,000.00",0.05K,-4.73%
8-Dec-21,150100.00,"151,000.00","151,400.00","145,600.00",0.04K,-0.60%
7-Dec-21,151000.00,"150,000.00","151,999.00","147,100.00",0.04K,0.67%
6-Dec-21,150000.00,"147,188.00","151,500.00","137,731.00",0.07K,1.91%
5-Dec-21,147188.00,"144,000.00","148,500.00","141,519.30",0.04K,2.21%
4-Dec-21,144000.00,"148,200.00","149,998.90","134,000.00",0.22K,-2.83%
3-Dec-21,148200.00,"155,999.90","158,777.00","142,000.00",0.08K,-5.00%
2-Dec-21,155999.90,"156,900.00","158,000.00","152,600.00",0.05K,-0.57%
1-Dec-21,156900.00,"155,011.90","161,755.00","154,500.00",0.14K,1.22%
30-Nov-21,155011.90,"150,500.00","159,498.00","143,998.00",0.14K,3.00%
29-Nov-21,150500.00,"147,500.00","151,111.00","143,500.60",0.10K,2.03%
28-Nov-21,147500.00,"140,502.00","147,500.00","137,000.00",0.07K,4.98%
27-Nov-21,140502.00,"140,300.00","145,000.00","140,200.00",0.04K,0.14%
26-Nov-21,140300.00,"153,216.70","154,397.00","136,500.00",0.10K,-9.13%
25-Nov-21,154399.00,"144,400.00","154,400.00","144,027.30",0.08K,6.92%
24-Nov-21,144400.00,"145,255.50","146,887.90","141,770.90",0.03K,-0.59%
23-Nov-21,145255.50,"139,127.70","146,888.00","137,700.00",0.04K,5.26%
22-Nov-21,138000.00,"144,500.00","144,666.30","136,150.00",0.07K,-4.50%
21-Nov-21,144500.00,"148,707.00","148,707.00","144,500.00",0.02K,-2.83%
20-Nov-21,148707.00,"143,798.50","148,707.00","141,600.50",0.04K,3.41%
19-Nov-21,143798.50,"134,000.00","145,051.00","133,500.00",0.04K,7.31%
18-Nov-21,134000.00,"143,544.40","145,000.10","133,000.10",0.08K,-6.65%
17-Nov-21,143544.40,"141,500.00","143,544.40","136,617.50",0.09K,1.44%
16-Nov-21,141500.00,"153,555.00","153,555.00","138,501.00",0.17K,-7.85%
15-Nov-21,153555.00,"153,600.00","158,000.00","152,100.00",0.05K,-0.03%
14-Nov-21,153600.00,"156,000.00","157,000.00","151,806.90",0.05K,-1.54%
13-Nov-21,156000.00,"156,500.00","158,293.20","154,011.00",0.02K,-0.32%
12-Nov-21,156500.00,"158,212.00","160,900.00","152,600.00",0.09K,-1.08%
11-Nov-21,158212.00,"157,004.10","160,327.10","155,721.30",0.05K,0.77%
10-Nov-21,157004.10,"158,019.10","161,732.50","153,000.00",0.13K,-0.64%
9-Nov-21,158019.10,"160,499.00","160,588.40","158,000.00",0.06K,-1.55%
8-Nov-21,160499.00,"153,700.00","160,500.00","153,700.00",0.10K,4.42%
7-Nov-21,153700.00,"152,518.80","155,243.70","152,116.10",0.07K,0.77%
6-Nov-21,152518.80,"151,200.00","153,250.00","147,400.80",0.06K,0.87%
5-Nov-21,151200.00,"153,250.00","153,775.00","151,000.00",0.07K,-1.34%
4-Nov-21,153250.00,"153,929.60","154,199.00","150,450.70",0.06K,-0.44%
3-Nov-21,153929.70,"152,564.60","156,000.00","150,230.00",0.11K,0.89%
2-Nov-21,152564.60,"144,872.60","152,564.60","143,454.40",0.18K,5.31%
1-Nov-21,144872.60,"144,500.00","146,000.00","141,259.70",0.05K,0.26%
31-Oct-21,144500.00,"144,216.60","147,500.00","141,436.60",0.05K,0.20%
30-Oct-21,144216.60,"147,200.00","147,988.50","143,000.00",0.07K,-2.03%
29-Oct-21,147200.00,"143,200.00","148,300.00","142,689.00",0.12K,2.79%
28-Oct-21,143200.00,"134,000.70","143,200.00","133,555.00",0.09K,6.87%
27-Oct-21,134000.70,"139,042.20","143,900.00","134,000.70",0.11K,-3.63%
26-Oct-21,139042.20,"139,750.00","142,459.40","137,450.00",0.09K,-0.51%
25-Oct-21,139750.00,"136,196.50","140,296.10","135,956.00",0.05K,2.61%
24-Oct-21,136196.50,"139,090.00","139,700.00","133,100.00",0.08K,-2.08%
23-Oct-21,139090.00,"132,956.10","139,090.00","132,464.60",0.04K,4.61%
22-Oct-21,132956.10,"136,300.00","139,610.00","131,000.00",0.08K,-2.45%
21-Oct-21,136300.00,"137,995.00","143,700.00","135,000.00",0.20K,-1.23%
20-Oct-21,137995.00,"128,700.00","138,000.00","128,000.00",0.17K,7.22%
19-Oct-21,128700.00,"125,512.30","128,700.00","125,162.10",0.05K,2.54%
18-Oct-21,125512.30,"127,500.00","129,000.00","123,550.00",0.05K,-1.56%
17-Oct-21,127500.00,"127,506.00","129,997.00","123,456.00",0.08K,0.00%
16-Oct-21,127506.00,"128,000.00","130,700.00","126,100.00",0.14K,-0.39%
15-Oct-21,128000.00,"125,350.00","129,000.00","123,890.70",0.08K,2.11%
14-Oct-21,125350.00,"120,158.10","126,180.00","119,913.80",0.15K,4.32%
13-Oct-21,120158.10,"117,818.70","120,200.00","115,300.50",0.07K,1.99%
12-Oct-21,117818.70,"119,896.50","119,896.50","115,500.00",0.11K,-1.73%
11-Oct-21,119896.50,"117,000.00","122,000.00","115,600.00",0.08K,2.48%
10-Oct-21,117000.00,"120,400.00","121,700.00","117,000.00",0.09K,-2.82%
9-Oct-21,120400.00,"120,507.00","122,300.00","119,900.00",0.05K,-0.09%
8-Oct-21,120507.00,"120,300.00","123,000.00","119,550.00",0.06K,0.17%
7-Oct-21,120300.00,"120,768.30","122,300.00","117,000.00",0.10K,-0.39%
6-Oct-21,120768.30,"118,300.00","122,222.00","114,000.00",0.15K,2.09%
5-Oct-21,118300.00,"114,332.70","118,500.00","113,500.00",0.09K,3.47%
4-Oct-21,114332.70,"115,006.60","115,500.90","111,431.90",0.09K,-0.59%
3-Oct-21,115006.60,"113,050.10","116,281.90","112,009.00",0.08K,1.73%
2-Oct-21,113050.10,"110,000.00","115,000.00","108,000.00",0.12K,2.77%
1-Oct-21,110000.00,"101,401.30","111,001.00","101,000.00",0.21K,8.48%
30-Sep-21,101401.30,"98,100.00","103,300.70","98,000.00",0.10K,3.37%
29-Sep-21,98100.00,"96,958.00","100,400.00","96,050.00",0.12K,1.18%
28-Sep-21,96958.00,"100,811.50","101,159.30","96,100.00",0.13K,-3.82%
27-Sep-21,100811.50,"102,488.50","106,310.00","100,000.00",0.12K,-1.64%
26-Sep-21,102488.50,"99,751.70","104,579.90","93,501.00",0.12K,2.74%
25-Sep-21,99751.70,"99,169.00","100,850.00","96,002.00",0.08K,0.59%
24-Sep-21,99169.00,"105,010.00","105,105.00","94,000.00",0.21K,-5.56%
23-Sep-21,105010.00,"104,272.10","106,783.90","103,000.00",0.09K,0.71%
22-Sep-21,104272.10,"94,325.50","105,000.00","94,325.50",0.10K,10.54%
21-Sep-21,94325.50,"101,166.50","105,468.20","93,500.00",0.21K,-6.76%
20-Sep-21,101166.50,"112,021.70","112,354.10","100,001.00",0.19K,-9.69%
19-Sep-21,112021.70,"115,010.00","115,600.00","110,346.20",0.06K,-2.60%
18-Sep-21,115010.00,"113,720.00","117,100.30","113,396.70",0.05K,1.13%
17-Sep-21,113720.00,"118,965.90","119,459.20","112,501.00",0.04K,-4.41%
16-Sep-21,118965.90,"117,844.30","121,163.70","116,207.00",0.06K,0.95%
15-Sep-21,117844.30,"113,000.00","118,700.00","111,321.60",0.06K,4.29%
14-Sep-21,113000.00,"110,506.90","113,100.00","108,850.00",0.05K,2.26%
13-Sep-21,110506.90,"113,311.30","113,870.20","105,000.00",0.09K,-2.47%
12-Sep-21,113311.30,"108,600.00","114,899.00","108,199.70",0.06K,4.34%
11-Sep-21,108600.00,"108,290.00","111,850.00","107,580.00",0.05K,0.29%
10-Sep-21,108290.00,"113,860.40","116,908.50","106,020.00",0.06K,-4.89%
9-Sep-21,113860.40,"117,121.60","119,990.00","113,450.00",0.04K,-2.78%
8-Sep-21,117121.60,"116,617.30","120,999.90","110,000.00",0.09K,0.43%
7-Sep-21,116617.30,"128,789.00","129,000.00","102,687.60",0.15K,-9.45%
6-Sep-21,128789.00,"128,353.90","129,350.00","126,000.00",0.04K,0.34%
5-Sep-21,128353.90,"127,202.00","129,000.00","126,000.00",0.05K,0.91%
4-Sep-21,127202.00,"127,900.00","129,199.00","124,000.00",0.06K,-0.55%
3-Sep-21,127900.00,"122,648.50","129,850.00","121,000.00",0.11K,4.28%
2-Sep-21,122648.50,"121,987.10","123,350.00","119,105.00",0.09K,0.54%
1-Sep-21,121987.10,"111,450.00","121,987.10","109,947.90",0.15K,9.45%
31-Aug-21,111450.00,"105,715.80","111,450.00","105,005.00",0.13K,5.42%
30-Aug-21,105715.80,"106,998.90","109,499.90","104,000.00",0.07K,-1.20%
29-Aug-21,106998.90,"106,870.50","107,800.00","104,451.50",0.04K,0.12%
28-Aug-21,106870.50,"108,041.30","108,368.10","105,601.00",0.04K,-1.08%
27-Aug-21,108041.30,"104,129.30","108,313.20","102,472.50",0.05K,3.76%
26-Aug-21,104129.30,"107,493.90","108,081.40","102,525.90",0.06K,-3.13%
25-Aug-21,107493.90,"107,564.50","108,400.00","103,040.80",0.09K,-0.07%
24-Aug-21,107564.50,"111,362.00","112,373.80","106,002.00",0.10K,-3.41%
23-Aug-21,111362.00,"108,000.00","112,000.00","107,899.90",0.13K,3.11%
22-Aug-21,108000.00,"107,200.00","108,673.80","105,001.00",0.07K,0.75%
21-Aug-21,107200.00,"108,100.00","109,500.00","106,500.00",0.08K,-0.83%
20-Aug-21,108100.00,"104,226.30","108,100.00","104,226.30",0.11K,3.72%
19-Aug-21,104226.30,"101,826.50","104,774.00","99,200.10",0.13K,2.36%
18-Aug-21,101826.50,"102,200.00","104,200.00","100,462.20",0.10K,-0.37%
17-Aug-21,102200.00,"105,600.00","108,100.00","101,500.00",0.15K,-3.22%
16-Aug-21,105600.00,"107,968.50","108,762.70","105,190.00",0.07K,-2.19%
15-Aug-21,107968.50,"107,796.00","108,299.00","103,501.00",0.16K,0.16%
14-Aug-21,107796.00,"107,500.00","108,550.50","105,972.70",0.10K,0.28%
13-Aug-21,107500.00,"102,732.30","107,800.00","102,451.50",0.13K,4.64%
12-Aug-21,102732.30,"105,600.00","108,158.00","99,590.00",0.15K,-2.72%
11-Aug-21,105600.00,"103,751.00","108,900.00","103,751.00",0.17K,1.78%
10-Aug-21,103751.00,"104,132.30","106,509.00","102,060.00",0.16K,-0.37%
9-Aug-21,104132.30,"100,500.00","104,670.00","96,850.00",0.22K,3.61%
8-Aug-21,100500.00,"104,000.00","105,455.00","98,300.00",0.24K,-3.37%
7-Aug-21,104000.00,"94,500.00","104,624.50","94,001.00",0.32K,10.05%
6-Aug-21,94500.00,"92,050.00","96,400.00","90,101.00",0.21K,2.66%
5-Aug-21,92050.00,"89,680.90","93,355.00","85,100.00",0.30K,2.64%
4-Aug-21,89680.90,"83,000.00","90,500.00","81,608.00",0.19K,8.05%
3-Aug-21,83000.00,"86,875.50","86,875.50","81,190.00",0.11K,-4.46%
2-Aug-21,86875.50,"84,564.70","87,270.50","82,549.00",0.11K,2.73%
1-Aug-21,84564.70,"83,000.00","88,261.60","82,403.40",0.18K,1.89%
31-Jul-21,83000.00,"78,812.60","84,000.00","78,812.60",0.14K,5.31%
30-Jul-21,78812.60,"77,119.00","79,655.00","76,000.00",0.15K,2.20%
29-Jul-21,77119.00,"75,300.00","77,500.00","74,251.30",0.08K,2.42%
28-Jul-21,75300.00,"72,839.80","76,000.00","72,839.80",0.12K,3.38%
27-Jul-21,72839.80,"73,111.00","75,650.00","70,100.00",0.10K,-0.37%
26-Jul-21,73111.00,"71,456.30","77,200.00","71,456.30",0.29K,2.32%
25-Jul-21,71456.30,"70,900.00","71,456.30","68,505.00",0.08K,1.25%
24-Jul-21,70575.00,"69,396.30","70,600.00","68,511.00",0.12K,1.70%
23-Jul-21,69396.30,"66,150.00","69,396.30","65,500.40",0.11K,4.91%
22-Jul-21,66150.00,"65,223.00","66,600.00","64,000.30",0.10K,1.42%
21-Jul-21,65223.00,"58,907.00","66,050.00","58,564.60",0.12K,10.72%
20-Jul-21,58907.00,"60,255.00","60,499.90","57,200.00",0.08K,-2.24%
19-Jul-21,60255.00,"62,000.00","62,818.50","59,900.00",0.07K,-2.81%
18-Jul-21,62000.00,"62,022.00","65,419.40","62,000.00",0.07K,-0.04%
17-Jul-21,62022.00,"62,325.70","62,998.30","61,300.00",0.06K,-0.49%
16-Jul-21,62325.70,"62,500.40","64,354.90","61,173.10",0.04K,-0.28%
15-Jul-21,62500.40,"65,900.00","66,425.00","62,300.00",0.07K,-5.16%
14-Jul-21,65900.00,"63,650.00","66,300.00","61,681.00",0.12K,3.53%
13-Jul-21,63650.00,"66,678.30","66,899.90","63,300.00",0.10K,-4.54%
12-Jul-21,66678.30,"69,698.80","70,045.00","66,000.00",0.06K,-4.33%
11-Jul-21,69698.80,"68,113.40","69,700.00","67,890.00",0.03K,2.33%
10-Jul-21,68113.40,"69,821.90","70,700.00","67,499.00",0.05K,-2.45%
9-Jul-21,69821.90,"68,537.20","70,809.20","67,100.00",0.06K,2.66%
8-Jul-21,68010.00,"75,305.50","75,305.50","68,010.00",0.13K,-9.69%
7-Jul-21,75305.50,"74,000.00","76,200.00","74,000.00",0.08K,2.46%
6-Jul-21,73500.00,"70,870.90","74,000.00","70,870.90",0.10K,3.71%
5-Jul-21,70870.90,"73,305.00","73,305.00","70,870.90",0.11K,-3.32%
4-Jul-21,73305.00,"73,500.00","73,700.00","73,305.00",0.17K,3.98%
3-Jul-21,70500.00,"67,797.40","70,500.00","67,797.40",0.10K,3.99%
2-Jul-21,67797.40,"67,800.00","67,800.00","66,600.00",0.08K,0.00%
1-Jul-21,67800.00,"72,200.00","72,200.00","67,313.20",0.07K,-6.09%
30-Jun-21,72200.00,"69,000.00","72,200.00","67,610.90",0.15K,4.64%
29-Jun-21,69000.00,"65,700.00","70,101.00","65,700.00",0.14K,5.02%
28-Jun-21,65700.00,"62,499.00","65,700.00","62,499.00",0.23K,5.12%
27-Jun-21,62499.00,"58,056.40","62,499.00","58,056.40",0.09K,7.65%
26-Jun-21,58056.40,"59,000.00","59,000.00","56,944.60",0.10K,-1.60%
25-Jun-21,59000.00,"62,800.00","62,800.00","59,000.00",0.13K,-6.05%
24-Jun-21,62800.00,"62,615.10","63,000.00","62,615.10",0.05K,0.30%
23-Jun-21,62615.10,"59,129.60","64,233.60","59,129.60",0.12K,5.89%
22-Jun-21,59129.60,"60,203.60","60,203.60","59,129.60",0.20K,-1.78%
21-Jun-21,60203.60,"71,000.00","71,000.00","60,203.60",0.17K,-15.21%
20-Jun-21,71000.00,"69,300.00","72,183.70","69,300.00",0.12K,2.45%
19-Jun-21,69300.00,"70,600.00","71,400.00","69,300.00",0.05K,-1.84%
18-Jun-21,70600.00,"76,000.00","76,000.00","70,600.00",0.16K,-7.11%
17-Jun-21,76000.00,"76,772.50","77,500.00","75,200.00",0.07K,-1.01%
16-Jun-21,76772.50,"80,000.00","80,000.00","76,490.00",0.11K,-4.03%
15-Jun-21,80000.00,"80,500.00","81,300.00","79,999.00",0.09K,-0.62%
14-Jun-21,80500.00,"77,900.00","80,500.00","77,100.00",0.09K,3.34%
13-Jun-21,77900.00,"75,300.00","77,900.00","75,300.00",0.06K,3.45%
12-Jun-21,75300.00,"74,545.00","75,300.00","74,545.00",0.07K,1.01%
11-Jun-21,74545.00,"78,100.20","78,100.20","74,545.00",0.10K,-4.55%
10-Jun-21,78100.20,"81,000.00","81,000.00","78,100.20",0.10K,-3.58%
9-Jun-21,81000.00,"80,000.00","81,808.00","77,500.00",0.13K,1.25%
8-Jun-21,80000.00,"84,555.00","84,555.00","80,000.00",0.23K,-5.39%
